연번,보고서명,유적사업명,발간기관,제출일,조사시도,조사시군구,주소,조사면적,조사기간,유적성격,시대
158,2014년도 소규모 발굴조사 보고서ⅩⅣ-경북2-,경주 구황동 870-4번지 근린생활시설 신축부지내 문화유적 국비지원 발굴조사,한국문화재재단,2017-03-08,경북,경주시, ,,,,
159,「울산 영축사지 발굴조사보고서Ⅰ」,울산 율리 영축사지 유적(3차),울산박물관,2017-03-08,울산,울주군, ,,,,
160,김해 봉황동 생활유적,김해 봉황동 근린시설 신축부지 내 유적,(재)두류문화연구원,2017-03-08,경남,김해시, ,,,,
161,제주 외도 제2축구장 조성사업부지내 유적 문화재 발굴조사 보고서-제주 외도동 유적(181-1번지 일원)-,제주 외도 제2축구장 조성부지내 유적,(재)제주문화유산연구원,2017-03-09,제주,제주시, ,,,,
162,金海 子菴烽燧臺,김해 생태문화공원 조성부지 내 유적,(재)동서문물연구원,2017-03-09,경남,김해시, ,,,,
163,서울 종로 새문안로 79 유적,서울 종로 새문안교회 신축부지 내 유적,(재)충청문화재연구원,2017-03-09,서울,종로구, ,,,,
164,金海 竹谷里 571番地 遺蹟,김해 죽곡리(571) 주택 신축부지 내 유적,(재)동서문물연구원,2017-03-09,경남,김해시, ,,,,
165,2014년도 소규모발굴조사 보고서ⅩⅢ-경남3-,"경주 갈곡리 333-1, 333-5번지 단독주택 신축부지 내 문화유적 국비지원 발굴조사",한국문화재재단,2017-03-10,경북,경주시, ,,,,
166,2014년도 소규모발굴조사 보고서ⅩⅠ-경남2-,김해 대동면 예안리 168-1번지 근린생활시설 신축부지 내,한국문화재재단,2017-03-10,경남,김해시, ,,,,
167,2014년도 소규모발굴조사 보고서ⅩⅢ-경남3-,경산 교촌리 332번지 단독주택 증축부지 내 문화유적 국비지원 시굴조사,한국문화재재단,2017-03-10,경북,경산시, ,,,,
168,2014년도 소규모발굴조사 보고서Ⅹ-울산ㆍ경남1-,김해 봉황동(118-1) 주택 신축부지내 유적,한국문화재재단,2017-03-10,경남,김해시, ,,,,
169,2014년도 소규모발굴조사 보고서Ⅹ-울산ㆍ경남1-,김해 도요리 주택신축부지내 유적,한국문화재재단,2017-03-10,경남,김해시, ,,,,
170,통영성 남문지,통영 통영성 정비사업부지 내 유적,(재)경남문화재연구원,2017-03-10,경남,통영시, ,,,,
171,서울 종로구 옥인길 22-1유적,서울 종로 옥인길 22-1 근린생활시설부지 내 유적,(재)서울문화유산연구원,2017-03-10,서울,종로구, ,,,,
172,경주 황오지구 하수관거 정비사업부지내 유적,경주 황오지구 하수관거 정비사업부지내 유적 문화재 발굴조사,(재)진흥문화재연구원,2017-03-10,경북,경주시, ,,,,
173,아산 둔포 운용리 340번지 유적,아산 둔포 운용리 340번지 일원 근린생활시설부지 내 유적,(재)한성문화재연구원,2017-03-10,충남,아산시, ,,,,
174,서울 성북구 삼선교로 12 유적,서울 성북구 삼선교로 12 근린생활시설 신축부지 내 유적,(재)서울문화유산연구원,2017-03-10,서울,성북구, ,,,,
175,옥천 동안리 15-1번지 일원 공동주택 신축부지 내 유적,옥천 동안리 15-1번지 일원 공동주택 신축공사부지 내 유적,(재)중원문화재연구원,2017-03-13,충북,옥천군, ,,,,
176,강진 석문리 용혈암지 발굴조사 보고서,강진  용혈암지,(재)민족문화유산연구원,2017-03-14,전남,강진군, ,,,,
177,세종 고등리 유적,세종 첨단일반산업단지 조성부지 내,(재)백제문화재연구원,2017-03-14,세종,전역, ,,,,
178,안산 대부도2호선 수중발굴조사 보고서,안산 대부도 방아머리해수욕장 인근해역 고선박 수중발굴조사,국립해양문화재연구소,2017-03-14,경기,안산시, ,,,,
179,제주 외도 제2축구장 조성사업부지내 유적 문화재 발굴조사 보고서-제주 외도동 유적(181-1번지 일원)-,제주시 외도제2축구장 조성사업부지내 유적,(재)제주문화유산연구원,2017-03-15,제주,제주시, ,,,,
180,서울 충신동 유적,서울 종로구 충신동 27-73번지 일원 건물신축부지 내 유적,(재)겨레문화유산연구원,2017-03-15,서울,종로구, ,,,,
181,울주 사연리 사일 유적,울산 울주 범서 농어촌도로 101호(곡망선) 확포장공사부지 내 유적 발굴조사,(재)가야문물연구원,2017-03-15,울산,울주군, ,,,,
182,서산 대두리유적,서산 바이오 웰빙ㆍ연구특구 진입도로 조성사업 부지 내 유적,(재)가경고고학연구소,2017-03-15,충남,서산시, ,,,,
183,나주 회진리 백하유적Ⅱ?삼영동 택촌유적,나주 영산강 강변도로(1공구) 정비사업부지내 유적,(재)전남문화재연구원,2017-03-16,전남,나주시, ,,,,
184,제주 용담2동 727-6번지 유적,제주 용담2동 727-6번지 근린생활시설[사무소] 신축부지내 발굴조사,(재)제주고고학연구소,2017-03-16,제주,제주시, ,,,,
185,창녕 계성고분군 2·3호분,경남 창녕 계성고분군 2`3호분 문화재 발굴조사,(재)경남연구원 역사문화센터,2017-03-17,경남,창녕군, ,,,,
186,창녕 계성고분군 2·3호분,"창녕 계성 고분군(2,3호분)",(재)경남연구원 역사문화센터,2017-03-17,경남,창녕군, ,,,,
187,함안 말이산 21호분,함안 말이산 고분군,(재)경남연구원 역사문화센터,2017-03-17,경남,함안군, ,,,,
188,세종 태산리 188-38번지 유적,세종 태산리 188-38번지 단독주택 조성부지 내 문화재 발굴(정밀발굴)조사,(재)동방문화재연구원,2017-03-20,세종,전역, ,,,,
189,청주 모충동 257-3번지 다세대주택 신축공사 부지 발굴조사 보고서,청주 모충동 257-3번지 다세대주택 신축공사부지 내 유적,충청대학교박물관,2017-03-21,충북,청주시, ,,,,
190,서울 청진구역 종각역 개선사업부지 유적,서울 청진구역 도시환경정비사업 관련 종각역개선공사부지 내 유적,(재)한울문화재연구원,2017-03-22,서울,종로구, ,,,,
191,서산 강당리 태양광발전시설 조성부지 내 유적,서산 강당리 태양광발전시설부지 내 유적,(재)백제문화재연구원,2017-03-22,충남,서산시, ,,,,
192,김제 민간육종연구단지 조성사업부지 내 김제 상정리 유적 발굴조사 보고서,김제 민간육종연구단지 조성사업 부지 내 유적,(재)호서문화유산연구원,2017-03-23,전북,김제시, ,,,,
193,김제 민간육종연구단지 조성부지 내 김제 상정리 유적 발굴조사 보고서,김제 민간육종연구단지 조성부지 내 발견 석곽묘 발굴조사,(재)호서문화유산연구원,2017-03-23,전북,김제시, ,,,,
194,제주 오등동 유적 Ⅱ,제주 한천 제2저류지 확장공사부지 내 문화재 발굴조사,(재)제주고고학연구소,2017-03-24,제주,제주시, ,,,,
195,임천 군사리 210-1번지 유적,가림권역면소재지 종합정비계획(2단계) 유적,(재)백제문화재연구원,2017-03-24,충남,부여군, ,,,,
196,서울 기기국 유적,서울 종로 한국금융연수원 합숙소 건축공사부지 내 유적,(재)한울문화재연구원,2017-03-25,서울,종로구, ,,,,
197,하동 탑리 유적,하동 영호남 화합의 광장 조성부지 내 유적,(재)우리문화재연구원,2017-03-27,경남,하동군, ,,,,
198,세종 세종리 평촌 유적,"세종 행정중심복합도시 S-1생활권 70, 71번유적",(재)한국선사문화연구원,2017-03-27,세종,전역, ,,,,
199,장흥 천관사 발굴조사,장흥 천관사 삼층석탑 정비사업부지내 유적,(재)민족문화유산연구원,2017-03-28,전남,장흥군, ,,,,
200,慶州 쪽샘地區 新羅古墳遺蹟Ⅴ,경주 쪽샘(경주 대릉원일원)지구 신라고분유적(2013년),국립경주문화재연구소,2017-03-28,경북,경주시, ,,,,
201,부여 용정리 495-1번지 유적,부여 용정리(495-1) 주택신축부지내 유적,(재)동방문화재연구원,2017-03-28,충남,부여군, ,,,,
202,장흥 천관사 발굴조사,장흥 천관사 주불전지 정비사업부지 내 유적,(재)민족문화유산연구원,2017-03-28,전남,장흥군, ,,,,
203,경주 안심리 산157-5번지 공장증축부지 내 경주 안심리유적,경주 내남면 안심리 산157-5번지 일원 공장증축부지내 문화재 발굴(시굴)조사,(재)중앙문화재연구원,2017-03-28,경북,경주시, ,,,,
204,장흥 신북 구석기유적,장흥 신북 구석기 유적,(재)대한문화재연구원,2017-03-29,전남,장흥군, ,,,,
205,2014년도 소규모 발굴조사 보고서ⅩⅢ,경산 진량읍 선화리 1111번지 농업용 창고 신축부지내 문화유적 국비지원 발굴조사,한국문화재재단,2017-03-30,경북,경산시, ,,,,
206,하남 하사창동 천왕사지Ⅱ,하남 하사창동 353번지 근린생활시설 신축부지 내 유적,(재)화랑문화재연구원,2017-03-30,경기,하남시, ,,,,
207,창원 석동 1-40·9-18번지 유적,창원 석동~소사간 도로개설구간 내 유적,(재)경상문화재연구원,2017-03-31,경남,창원시, ,,,,
208,金浦 德浦鎭,김포 덕포진 본진 추정지,(재)고려문화재연구원,2017-03-31,경기,김포시, ,,,,
209,천안 성성동유적Ⅰ,천안 성성3지구 도시개발사업지구내 유적,(재)충청남도역사문화연구원,2017-04-03,충남,천안시, ,,,,
210,서울 명륜4가 105-1번지 유적,서울 종로 명륜4가 105-1번지 근생시설 신축부지 내 유적,(재)한울문화재연구원,2017-04-03,서울,종로구, ,,,,
211,광주 각화동유적,광주 각화동 아파트 신축부지 내 유적,(재)영해문화유산연구원,2017-04-03,광주,북구, ,,,,
212,부안 역리 옥여유적,부안 제3농공단지 조성사업 부지,(재)전주문화유산연구원,2017-04-04,전북,부안군, ,,,,
213,부여 쌍북리 145-9 유적,부여 쌍북리 145-9번지 일원 연립주택 신축부지내 유적,(재)백제역사문화연구원,2017-04-04,충남,부여군, ,,,,
214,인천 용궁사,인천 용궁사 관광명소화 사업부지 내 유적,(재)한국고고인류연구소,2017-04-05,인천,중구, ,,,,
215,인천 용궁사,인천 용궁사 관광명소화 사업부지 내 유적(2차),(재)한국고고인류연구소,2017-04-05,인천,중구, ,,,,
216,하남 하사창동 천왕사지Ⅲ,하남 하사창동 66번지 일원 근린생활시설 신축부지 내 유적,(재)화랑문화재연구원,2017-04-05,경기,하남시, ,,,,
217,2014년도 소규모발굴조사 보고서I,광주 무갑리 46-1 일원 단독주택 신축부지 내 유적,한국문화재재단,2017-04-06,경기,광주시, ,,,,
218,2014년도 소규모발굴조사 보고서I,서울 종로구 충신동 208번지 단독주택 및 근생시설 신축부지내 유적,한국문화재재단,2017-04-06,서울,종로구, ,,,,
219,2014 소규모발굴조사 보고서 V,강릉 교항리 48-36번지 1?2종 근린생활시설 및 단독주택 신축부지 내 유적,한국문화재재단,2017-04-06,강원,강릉시, ,,,,
220,2014년도 소규모발굴조사 보고서 V,동해 송정동 830-1번지 단독주택 신축부지 내 유적,한국문화재재단,2017-04-06,강원,동해시, ,,,,
221,2014년도 소규모발굴조사 보고서V,동해 송정동 848-16번지 단독주택 신축부지 내 유적,한국문화재재단,2017-04-06,강원,동해시, ,,,,
222,2014 소규모발굴조사 보고서 V,용인 마북동 502-105번지 제1종 근린생활시설 신축부지 내 유적,한국문화재재단,2017-04-06,경기,용인시, ,,,,
223,2014년도 소규모발굴조사 보고서 V,용인 마북동 502-412번지 제1종 근린생활시설 신축부지 내 유적,한국문화재재단,2017-04-06,경기,용인시, ,,,,
224,2014년도 소규모발굴조사 보고서V,용인 마북동 502-411번지 제2종 근린생활시설 신축부지 내 유적,한국문화재재단,2017-04-06,경기,용인시, ,,,,
225,2014년도 소규모발굴조사 보고서VII,부여 가탑리 170-1번지 단독주택 신축부지 내,한국문화재재단,2017-04-06,충남,부여군, ,,,,
226,2014 소규모발굴조사 보고서I,화성 금의리 568-6번지 외 1필지 근린생활시설 신축부지 내 유적,한국문화재재단,2017-04-06,경기,화성시, ,,,,
227,2014년도 소규모발굴조사 보고서VII,공주 반죽동 118-3번지 단독주택 신축부지 내 유적,한국문화재재단,2017-04-06,충남,공주시, ,,,,
228,765kV 신중부 S/S 조성부지 청주 가좌리 550-2번지 유적,청원 오창읍 765kV 신중부변전소 건설사업부지 내 유적,(재)호서문화유산연구원,2017-04-06,충북,청주시, ,,,,
229,영광 불갑사 석교,영광 불갑사 석교 정비사업부지 내 유적,(재)전남문화재연구원,2017-04-06,전남,영광군, ,,,,
230,청주 석교동 57-2번지 멀티지원센터 건립부지 내 청주 석교동 57-2번지 유적,청주 석교동 57-2번지 멀티지원센터 건립부지 내 유적,(재)호서문화유산연구원,2017-04-06,충북,청주시, ,,,,
231,사직단 전사청권역 발굴조사 보고서,서울 종로 사직단 전사청권역,(재)울산문화재연구원,2017-04-06,서울,종로구, ,,,,
232,남양주 지금동Ⅰ유적,남양주 다산진건 공공주택지구 내 유적,(재)중앙문화재연구원,2017-04-07,경기,남양주시, ,,,,
233,경주 하구리 청동기시대 취락유적,경주 현곡지구 공동주택 사업부지 내 유적,(재)성림문화재연구원,2017-04-07,경북,경주시, ,,,,
234,김포도시철도(1공구 노반 건설공사) 김포 유현리 구석기유적,김포도시철도 1공구 노반 건설공사 구간 내 유적,(재)중앙문화재연구원,2017-04-07,경기,김포시, ,,,,
235,서산 갈산리 19-6 유적,서산 서해안고속도로 서산나들목 국도접속부 입체화공사구간 내,(재)충청문화재연구원,2017-04-10,충남,서산시, ,,,,
236,고흥 운대리 운곡유적,고흥 덤벙 분청공원 조성부지내 유적,(재)전남문화재연구원,2017-04-11,전남,고흥군, ,,,,
237,영덕한옥집단마을 관광자원 개발사업(괴정주변 정비)부지 내 盈德 槐市里 池塘,영덕 한옥집단마을 관광자원 개발사업(괴정주변 정비),(재)삼한문화재연구원,2017-04-11,경북,영덕군, ,,,,
238,서울 돈화문로 원형복원구간 유적,서울 종로구 와룡동(152번지 일원) 돈화문로 원형복원구간 내 유적,(재)한울문화재연구원,2017-04-11,서울,종로구, ,,,,
239,2014년도 소규모 발굴조사 보고서ⅩⅠ,밀양 산내면 봉의리 309번지 단독주택 신축부지 내 유적(국비),한국문화재재단,2017-04-12,경남,밀양시, ,,,,
240,하남 하사창동 354번지 유적,하남 하사창동 354번지 근린생활시설부지 내 유적,하남역사박물관,2017-04-12,경기,하남시, ,,,,
241,청주 송절동 74번지 유적,청주 송절동 74번지 근린생활시설부지내 유적,(재)충청북도문화재연구원,2017-04-12,충북,청주시, ,,,,
242,대구 상동 4-4번지 유적,대구 수성구 상동 4-4번지 근린생활시설 신축부지 내 유적,(재)금오문화재연구원,2017-04-12,대구,수성구, ,,,,
